Product Name,Current Price,Old Price,Rating
"Roushun Skin Healthy Face Serum With Retinol,Vitamin C&Rose Hip For A Smooth,Soft&Moisturized Skin",KSh 545,"KSh 1,000",5 out of 5
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,500",N/A,5 out of 5
Zayn & Myza Illuminating Vitamin C Face Serum,"KSh 2,200",N/A,N/A
"Perfect Glow Lightening& Black Spot Corrector Serum With Vitamin C,E&B.","KSh 1,500","KSh 3,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum,KSh 460,KSh 699,N/A
Dr. Rashel 2pcs Vitamin C Brightening Face Serum,"KSh 1,000",N/A,5 out of 5
Fruit Of The Wokali 99% Vitamin C Facial Serum - 40ml,KSh 790,N/A,N/A
Mabox Vitamin C Face Serum + Retinol Moisturizer Cream Serum,"KSh 2,500","KSh 3,000",N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,479","KSh 2,449",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 599,"KSh 1,000",N/A
ESTELIN Vitamin C Turmeric Brightening Face Serum - 30ml,KSh 800,"KSh 1,700",N/A
Moroccan Argan Oil  Facial Serum for Whole Body with Organic Vitamin C Treats Hyperpigmentation Whitening Booster Serum 120ml,KSh 589,"KSh 1,000",N/A
Dove Body Love Body Ccleanser Radiance Renew 4 Count For Dull Skin Exfoliating Body Wash with Vitamin C Serum ,"KSh 4,550","KSh 5,000",N/A
Radha Beauty Vitamin C Serum,"KSh 4,000",N/A,4 out of 5
"Pei Mei Vitamin C Brightening, Anti Acne Serum",KSh 950,"KSh 1,400",N/A
Vichy LIFTACTIV VITAMIN C SERUM,"KSh 10,900",N/A,N/A
Dr. Rashel Vitamin C Eye Serum - 30 ml,KSh 550,N/A,4.5 out of 5
Dr. Rashel  Vitamin C Niacinamide & Brightening Primer Serum-100ml.,KSh 499,KSh 700,N/A
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",N/A
Mabox Vitamin C Face Serum & Retinol Moisturizer Cream  Anti-aging Anti-acne Set,"KSh 2,100","KSh 3,499",N/A
Medix 5.5 Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,012","KSh 2,200",N/A
Disaar Vitamin C Hyaluronic Acid Face Serum Whitening Moisturizing,KSh 349,KSh 500,5 out of 5
Dr. Rashel 4in1 Brightening Vitamin C Lotion+Serum+Cream+Cleanser,"KSh 1,899","KSh 2,000",N/A
Dr. Rashel Vitamin C Anti-Ageing Face Serum + Black Soap,KSh 782,KSh 999,3.5 out of 5
Beauty Lift Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 950,"KSh 1,300",N/A
Beauty Dr. Rashel 2Pcs Brightening AntiAging Vitamin C Face Cream & Serum,"KSh 1,299",N/A,N/A
"Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,500","KSh 3,000",N/A
Dr. Rashel Vitamin C Anti-Ageing Face Serum + Black Soap,KSh 757,"KSh 1,400",N/A
"JOY REVIVIFY SUNSCREEN (Vitamin C + Niacinamide) + FACE CREAM ( Niacinamide & Argan Oil) + FACE SERUM ( Niacinamide, Vitamin C & Hyaluronic Acid). Fade Dark Spots, Acne Marks, Moisturizes & Sunscreen","KSh 3,599",N/A,N/A
"Dr. Davey Hyaluronic Acid Facial Serum With Vitamin C & Vitamin E,RoseHip Oil & GreenTea-30ml",KSh 630,"KSh 1,000",N/A
ADVANCED WHITE Instant Glow Serum Anti Wrinkles/Ageing/Fine Lines-VITAMIN C,KSh 850,"KSh 1,200",N/A
Advanced clinicals Vitamin C Serum For Dark Spots & Uneven Skin Tone - 2 Pcs,"KSh 9,000",N/A,5 out of 5
DR MEINAIER Vitamin C Hyaluronic Acid Whitening Face Serum Anti-Aging,KSh 450,KSh 600,N/A
"Dr. Rashel Vitamin C Brightening & Anti-Aging Series with Hyaluronic Acid -  Facial Cleanser-80ml, Face Serum-50ml, Eye Serum-30ml, Face Cream 50gm","KSh 1,650","KSh 2,500",3.9 out of 5
Mabox Vitamin C  Serum + Retinol Moisturizer Cream,"KSh 2,699",N/A,5 out of 5
Moroccan Argan Oil  Argan Oil Vitamin C & E Lightening Lotion & Serum,"KSh 1,699","KSh 1,800",N/A
"Mabox Vitamin C, Hyaluronic Acid, Vitamin E Anti Aging Serum","KSh 2,499","KSh 2,999",N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum-100ml.,KSh 545,KSh 800,N/A
"Mabox Vitamin C Face Serum Firming Anti Aging, Anti-Acne Face Serum","KSh 1,799","KSh 2,000",N/A
"Dr. Rashel Vitamin C & Hyaluronic Acid Soap, Serum & Cream Starter Kit","KSh 1,100","KSh 1,200",5 out of 5
Cibee Natural Moisturizing Vitamin C Facial Serum - 30ml,KSh 340,KSh 500,N/A
Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 3,288 - KSh 4,999",N/A,N/A
Dr. Rashel Vitamin C Face Serum + Face Cream,"KSh 600 - KSh 1,000","KSh 1,000 - KSh 1,500",4.4 out of 5
Moroccan Argan Oil  Facial Serum for Whole Body with Organic Vitamin C Treats Hyperpigmentation Whitening Booster Serum 120ml,KSh 589,"KSh 1,000",N/A
Beauty Credit Fruit Of The Wokali Vitamin C Facial Serum Anti-Aging Serum 40ml,KSh 949,KSh 999,N/A
Moroccan Argan Oil  And Organic Hyaluronic Acid Serum (With - Vitamin - C & E) 120ml,KSh 589,KSh 678,N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,478","KSh 2,948",N/A
Dr. Rashel Vitamin C Facial Serum & Eye Serum Set,KSh 899,KSh 999,N/A
Disaar Vitamin C Facial Hyaluronic Acid Serum For Face,KSh 750,N/A,N/A
Mentholatum Acnes C10 Vitamin C Serum With 10% Pure Vitamin C -15mL,"KSh 3,999",N/A,5 out of 5
"QBD Anti Aging & Anti Acne, Vitamin C Serum","KSh 1,500",N/A,5 out of 5
Fruit Of The Wokali snail repairing cream vitamin c facial serum,KSh 799,"KSh 1,000",N/A
OZNATURALS Vitamin C Facial Serum,KSh 999,"KSh 1,300",N/A
Dr. Davey Vitamin C Brightening & Anti-Aging Face Serum -30ml,KSh 550,KSh 700,N/A
Mabox Vitamin C Face Serum + Retinol Moisturizer Cream Serum,"KSh 2,500","KSh 3,000",N/A
"Moroccan Argan Oil Argan Oil Triple Serum With Vitamin C, Jojoba Oil.",KSh 650,"KSh 1,200",N/A
DR MEINAIER Pure Egyptian Magic Whitening&Lightening Face&Body Serum/Oil With Kojic Acid&vitamin C&E-200ml,"KSh 645 - KSh 1,170","KSh 1,000 - KSh 2,000",N/A
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 1,600","KSh 3,000",N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,479","KSh 2,449",N/A
QBD Vitamin C Serum,KSh 700,"KSh 1,000",N/A
"Pei Mei Vitamin C, Retinol C & Hyaluronic-Acid ,serum","KSh 1,100","KSh 1,350",N/A
"Natural Vitamin C Facial Serum With Hyaluronic Acid, Vitamin E","KSh 1,650",N/A,N/A
Dr. Rashel Vitamin C Face Serum For Bright Anti-Aging Face,KSh 444,KSh 600,N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,479","KSh 2,449",N/A
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",N/A
Gold Touch Vitamin C Spotless & Matte Vitamin C Face Serum 30ml,"KSh 1,850","KSh 2,200",N/A
Medix 5.5 Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,012","KSh 2,200",N/A
Roushun Vitamin C & E Hydrating Skin Healthy Face Serum,KSh 850,"KSh 1,000",N/A
Lundborly Vitamin C Serum Face Brightening Moisturizing_30ml,KSh 380,KSh 500,N/A
ADVANCED WHITE Instant Glow Serum Anti Wrinkles/Ageing/Fine Lines-VITAMIN C,KSh 850,"KSh 1,200",N/A
MOOYAM Turmeric + Vitamin C Face Serum,"KSh 1,350","KSh 2,500",5 out of 5
NIVEA Extra Bright VItamin C & E Lotion + Super C + Vitamin Serum,"KSh 6,500",N/A,N/A
CrazyLife Vitamin C Brightening Face Serum,KSh 330,KSh 500,4.5 out of 5
Mabox Vitamin C Face Serum + Mabox Retinol Moisturizer Cream,"KSh 2,890","KSh 3,000",2 out of 5
Avon Vitamin C Brightening Serum,"KSh 6,500",N/A,N/A
"Fruit Of The Wokali Vitamin C 99% Serum, Tropical De-Aging Concentrate - 50ml",KSh 799,"KSh 1,500",N/A
Dr. Rashel Vitamin C Brightening And Anti Aging Face Serum,KSh 499,"KSh 1,005",N/A
Moroccan Argan Oil  Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 599,KSh 900,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -50ml.,KSh 699,"KSh 1,000",5 out of 5
"DR MEINAIER Vitamin C 20% Serum With Hyaluronic Acid & Vitamin E, 30ml",KSh 750,N/A,N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,KSh 789,"KSh 1,000",N/A
Bio Balance Super Serum Collagen Vitamin C,"KSh 4,850","KSh 5,200",N/A
Dr. Rashel Vitamin C Face Serum -50ml,KSh 499,KSh 900,N/A
Balance Vitamin C Brightening Serum,"KSh 3,500","KSh 4,000",N/A
Mabox Anti Wrinkle Vitamin C Anti-aging Face Serum 30ml,"KSh 1,499",N/A,5 out of 5
Dr. Rashel Vitamin C 2 Pack Serum Set(Dr Rashel Vitamin C Eye Serum+Vitamin C Face Serum (50ml)),"KSh 1,250",N/A,N/A
Moroccan Argan Oil Organic Hyaluronic Acid Vitamin C Treats Hyperpigmentation Whitening Moisturizing Booster Face Serum,KSh 590,"KSh 1,000",N/A
Dr. Rashel Vitamin-C Facial Serum Dark Spots  Serum,KSh 575,KSh 799,N/A
"Fruit Of The Wokali Vitamin C 99% Skin GLOWING, SMOOTHING & TIGHTENING Facial Serum",KSh 800,"KSh 1,500",N/A
Dr. Rashel Vitamin C  Brightening & Anti-Aging Face serum+ Vitamin E Dark spot corrector Serum,"KSh 1,400",N/A,N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 2,472","KSh 2,972",N/A
LansYade Vitamin C Natural Skincare Brightening Plus Fruit Extract Serum,"KSh 1,499","KSh 1,999",N/A
Pretty Cowry Vitamin C Serum Firming Anti-aging Brightening Serum ..,KSh 450,KSh 850,4.5 out of 5
"Kojie San  Whitening Serum With Vitamin C-for Dark,sun And Acne Scars-",KSh 599,KSh 899,N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum-ORIGINAL","KSh 1,800",N/A,N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum-100ml.,KSh 545,KSh 800,N/A
Moroccan Argan Oil  Argan Oil Vitamin C & E Lightening Lotion & Serum,"KSh 1,699","KSh 1,800",N/A
Moroccan Argan Oil And Organic Hyaluronic Acid Vitamin C Treats Hyperpigmentation Whitening Moisturizing Booster Face Serum,KSh 799,N/A,5 out of 5
Gold Touch 30x Vitamin C Spotless & Matte Vitamin C Face Serum-15ml,KSh 945,"KSh 1,800",N/A
"SADOER Vitamin C 2pcs Serum Anti-acne,Anti- Aging Vitamin C Serum Face Serum Brightening Anti-Moisturzing",KSh 699,"KSh 1,300",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 699,"KSh 2,000",3.7 out of 5
Dr. Rashel Vitamin C With Anti Aging Face Serum Formula,KSh 699,KSh 888,5 out of 5
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,KSh 589,"KSh 1,100",3.5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 840,"KSh 1,200",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -50ml--,KSh 580,KSh 999,5 out of 5
Dr. Rashel Vitamin C  Brightening & Anti-Aging Face Serum,KSh 799 - KSh 850,N/A,5 out of 5
Dr. Rashel Vitamin C Face Cream & Serum,"KSh 1,200","KSh 2,000",N/A
Moroccan Argan Oil Organic Anti Aging Whitening Dark Spot Removal Vitamin C Vegan Skin Care 3 Tripe Serum Jojoba For Black Skin 50 ml,KSh 609,N/A,N/A
Vitamin C Serum + Vitamin C Cream Anti-aging Anti-acne Face Serum & Cream Set,"KSh 1,499",N/A,N/A
Beu Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 999,N/A,N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum For Dark Spots Anti-aging,KSh 779,"KSh 1,200",N/A
"Dr. Rashel 3 In 1 Complete Serum Set (Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum)","KSh 1,090","KSh 1,500",N/A
DR MEINAIER Vitamin C Face Serum Hyaluronic Acid & Vitamin E,KSh 699,"KSh 1,377",N/A
"Dr. Rashel Vitamin-C With Hyaluronic Acid Dark Spots,Fine Lines Serum",KSh 899,N/A,N/A
"Moroccan Argan Oil Triple Vitamin Booster - Serum For Face With Organic Jojoba Oil, Vitamin C, E & F",KSh 439,KSh 800,N/A
"SADOER 3 in 1, Salicylic Acid Acne Treatment Essence + Niacinamide Brightening Serum + Vitamin C Brightening Essence",KSh 799,"KSh 1,200",4 out of 5
"Dr. Rashel Vitamin C Face Cleanser,Serum +Cream","KSh 1,199",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 900,N/A,4.8 out of 5
ESTELIN Vitamin C And Turmeric Face Serum,KSh 699,KSh 999,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 699,"KSh 1,200",N/A
Garnier AHA+ BHA Charcoal Serum & Vitamin C protective cream SPF30,"KSh 4,400",N/A,N/A
Garnier Vitamin C Serum Even & Matte 30ml,"KSh 1,899","KSh 2,599",5 out of 5
Dr. Davey Vitamin C Facial Serum,KSh 590,KSh 750,N/A
Kojic Acid Whitening Serum With Vitamin C - 50ml--,KSh 699,KSh 999,3.2 out of 5
"QBD Anti Aging & Anti Acne, Vitamin C Serum","KSh 1,500",N/A,5 out of 5
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,969","KSh 2,500",5 out of 5
"Moroccan Argan Oil Argan Oil Triple Serum With Vitamin C, Jojoba Oil.",KSh 650,"KSh 1,200",N/A
Moroccan Argan Oil Organic Hyaluronic Acid Vitamin C Treats Hyperpigmentation Whitening Moisturizing Booster Face Serum,KSh 850,"KSh 1,050",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -50ml.,KSh 530,KSh 700,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 442,KSh 642,N/A
"Dr. Rashel Vitamin C Face Cream, Face Serum & Eye Serum","KSh 1,400","KSh 2,000",N/A
Fruit Of The Wokali Wokali Vitamin C Facial Serum + Rejuvenating Skin Care Cream,KSh 840,"KSh 1,200",4.5 out of 5
"Dr. Davey Vitamin C & Turmeric Face Serum PH 5.5. Moisturizes, Lightens, Fades Dark Spots, Hyperpigmentations, Removes Wrinkles, Fine lines, Sun Spots, Skin Dullness, Evens, Firms & Brightens",KSh 799,N/A,N/A
Dr. Rashel  Vitamin C Face Serum + Face Cream,KSh 792,KSh 900,N/A
Balance Active Formula Vitamin C Brightening  Serum Glow And Radiance 30ml,"KSh 2,000","KSh 4,000",N/A
Mabox Vitamin C Plus Defence Serum With Retinol&Niacinamide,"KSh 1,970","KSh 1,990",N/A
"Dr. Rashel Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 999,"KSh 1,900",N/A
"Dr. Rashel Vitamin C Brightening & Anti-Aging Series with Hyaluronic Acid -  Facial Cleanser-80ml, Face Serum-50ml, Eye Serum-30ml, Face Cream 50gm","KSh 1,650","KSh 2,500",3.9 out of 5
Kojie San Ligtening Serum With Vitamin C - 50ml,"KSh 1,690","KSh 1,990",5 out of 5
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-100ml,KSh 625,KSh 750,3 out of 5
"Dr. Rashel Vitamin C Eye Serum For Dark Circles, Wrinkles,eye Bags--",KSh 515,KSh 999,N/A
"Dr. Rashel Vitamin A Rentinol ,Hyaluronic Acid Primer Serum & Vitamin C Primer Serum","KSh 1,490","KSh 2,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 850,"KSh 1,200",N/A
Nlee Beauty Dr. Rashel Vitamin C & Rentinol Day & Night Face Serum -30ml,"KSh 1,866",N/A,N/A
Moroccan Argan Oil Vitamin E And C  Lightening Serum,"KSh 1,000",N/A,2.5 out of 5
Anti-acne Salicylic Acid + Vitamin C Serum Combination Anti-aging Brightening Moisturizing Essence,KSh 649,KSh 849,N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,KSh 897,N/A,N/A
Garnier Vitamin C Booster Serum,"KSh 1,750",N/A,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 550,KSh 900,N/A
Olay Vitamin C + Peptide 24 Brightening Face Serum,"KSh 7,500","KSh 7,800",N/A
Moroccan Argan Oil Anti Aging Whitening Vitamin C Jojoba Oil Serum,"KSh 1,200","KSh 3,000",N/A
Galactomyces Vitamin C Serum,"KSh 4,321","KSh 6,000",N/A
5D Gluta Skin Lightening Carrot Concentre Whiten Skin Eliminate Dark Spots White Spots and Acne Reduce Stretch Marks Serum with Vitamin C,"KSh 1,550","KSh 1,999",N/A
3pcs Sadoer Vitamin C brightening Serum,"KSh 1,200","KSh 1,500",N/A
Dr. Rashel VITAMIN C&Niacinaminde Brightening Primer Serum-100ml,KSh 750,KSh 999,N/A
QBD Vitamin C+Hyaluronic Acid Anti-aging&Brightening Serum,KSh 499,KSh 800,4.4 out of 5
"DR MEINAIER 500ml Hyaluronic Acid and Nicotinamideserum,  Vitamin C serum,  AHA Face Serum, Alpha Arbutin Serum  Spots Eraser Corrector Whitening Moisturizing Lightening Body Serum","KSh 4,000","KSh 8,000",N/A
Dr. Rashel  Vitamin C Anti-Ageing Face Serum + Black Soap,KSh 759,"KSh 1,000",4.5 out of 5
Fruit Of The Wokali Vitamin C Facial Serum + Cocoa Butter Cream,KSh 860,"KSh 1,000",N/A
Garnier Vitamin C Booster Serum 30ml,"KSh 3,500",N/A,N/A
"Fruit Of The Wokali Vitamin C 99% Skin GLOWING, SMOOTHING & TIGHTENING Facial Serum",KSh 800,"KSh 1,500",N/A
ESTELIN VITAMIN C TURMERIC BRIGHTENING FACE SERUM,KSh 800,N/A,N/A
DR MEINAIER Vitamin C speed whightening face and body serum - 500ml,KSh 850,"KSh 1,200",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 840,"KSh 1,200",N/A
SADOER Vitamin C Facial Serum & Face Cream For Brightening And Whitening Face,KSh 750,"KSh 1,899",N/A
QBD 100% Pure Organic Hyaluronic Acid Vitamin C Face Serum,KSh 540,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 850,"KSh 1,200",N/A
Disaar Vitamin C Facial Hyaluronic Acid Face Serum -30ml,KSh 345,KSh 650,N/A
Timeless Skincare 20%Vitamin C+E Ferulic Acid - Brightening Skin Tone & Anti-aging Serum,"KSh 5,499","KSh 9,999",5 out of 5
Disaar Vitamin C Face Facial Serum 30ml,KSh 369,KSh 370,N/A
Dr. Rashel L Vitamin C Face Cleanser / Serum / Cream Set.-,"KSh 1,435","KSh 1,999",N/A
"Fruit Of The Wokali Vitamin C 99% Serum, Tropical De-Aging Concentrate - 50ml",KSh 799,"KSh 1,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,120","KSh 1,500",4 out of 5
Kijani Skincare VITAMIN C SERUM,"KSh 690 - KSh 1,350",N/A,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 639,"KSh 1,000",N/A
"Dr. Rashel Vitamin C Face Cream, Face Serum & Eye Serum","KSh 1,400","KSh 2,000",N/A
ESTELIN VITAMIN C TURMERIC BRIGHTENING FACE SERUM ,KSh 800,N/A,N/A
"Karan Vitamin C Brightening Body Serum, Scar Clearing","KSh 1,250",N/A,N/A
Fruit Of The Wokali Vitamin C Facial Serum - 40ml,KSh 550,"KSh 1,100",N/A
AHA Whitening Serum 70% Multi Alpha Mydroxy Acids Vitamin C,KSh 699,KSh 900,N/A
DR MEINAIER Vitamin C Face Serum Hyaluronic Acid & Vitamin E,KSh 699,"KSh 1,377",N/A
"Mabox  Vitamin C, Hyaluronic Acid, Vitamin E Anti Aging Serum-","KSh 3,720",N/A,N/A
Garnier Even & Matte Vitamin C Booster Serum 30ml,"KSh 2,400","KSh 2,500",2 out of 5
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,500",N/A,5 out of 5
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 950,"KSh 1,100",N/A
Mabox Vitamin C Serum With Hyaluronic Acid & Vitamin E,"KSh 1,500","KSh 1,700",N/A
Pei Mei 2Pcs Face Serum Set - Vitamin C & Vitamin E,KSh 599,N/A,5 out of 5
"Kojie San  Whitening Serum With Vitamin C-for Dark,sun And Acne Scars-",KSh 599,KSh 899,N/A
"JOY REVIVIFY Hello Sun Sunscreen Serum SPF 40 PA+++ with Vitamin C + Niacinamide. Glows, Firms, Plumps, Moisturizes, Hydrates, Brightens, provides ultimate protection from UVA, UVB and infrared rays","KSh 1,399",N/A,N/A
Dr. Rashel Vitamin C - Hyaluronic Acid And Anti Aging- Face Serum,KSh 580,N/A,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 442,KSh 642,N/A
Dr. Rashel Vitamin C Anti-Aging Eye Serum - Hyaluronic Acid + Collagen,"KSh 2,799",N/A,N/A
"Dr. Rashel  3 In 1 Complete Serum Set (Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum)","KSh 1,889","KSh 2,300",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 464,KSh 700,N/A
Dr. Rashel Vitamin C Face Serum -50ml Dr Rashel.,KSh 999,"KSh 2,000",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 580,KSh 599,N/A
Gold Touch Vitamin C Spotless & Matte Vitamin C Face Serum 30ml,"KSh 1,850","KSh 2,200",N/A
Beauty Fruit Of The Wokali Vitamin C Facial Serum Multi-Function Essence Anti-Aging Serum 40ml,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Face Serum + Cream + Toner,"KSh 1,899","KSh 2,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,120","KSh 1,500",4 out of 5
BAZICSKIN AHA Brightening & Peeling BODY SERUM + Vitamin C&E,"KSh 1,499",N/A,N/A
ESTELIN VITAMIN C TURMERIC BRIGHTENING FACE SERUM ,KSh 800,N/A,N/A
Dr. Rashel Vitamin C Anti-ageing Face Serum + Aloe Vera Gel,"KSh 1,500","KSh 2,500",N/A
"Mabox Vitamin C Face Serum Firming Anti Aging, Anti-Acne Face Serum","KSh 1,799","KSh 2,000",N/A
Gold Touch Spotless & Matte 30X Vitamin C Serum Dark Spots Marks,"KSh 1,399",N/A,N/A
Argan Moroccan Argan Oil Lightening Serum With Vitamin C & E-200ml,KSh 999,N/A,N/A
"Moroccan Argan Oil Natures Secret With Vitamin C & E Body Lotion, Cream, Serum","KSh 1,990","KSh 3,000",4 out of 5
"LansYade VITAMIN C Brightening Serum Lotion + Fruit Extracts. Removes Acne Marks, Dark Spots, Firms & Soften",KSh 735,N/A,N/A
Pei Mei Vitamin C  Face Serum  Firming Anti Wrinkle Serum,KSh 750,N/A,N/A
Garnier Even & Matte Vitamin C Booster Serum 30ml,"KSh 2,100","KSh 2,500",N/A
Dr. Rashel Vitamin C Facial Serum & Eye Serum Set,KSh 790,KSh 990,5 out of 5
"JOY REVIVIFY Niacinamide Blemish Clearing Face Serum with Vitamin C & Hyaluronic Acid. Tightens & Firms, Moisturizes, Lighten Dark Spots, Evens the skin tone, Brightens, Removes Wrinkles, Blemish & Fine lines","KSh 1,379",N/A,N/A
SADOER Vitamin C Tenderness Essence Fresh Orange Essence Hydrating Moisturizing Serum 2ml,KSh 489,N/A,N/A
Kojic Acid Kojie San Forever Whitening Serum With Vitamin C,KSh 465 - KSh 837,"KSh 900 - KSh 1,000",N/A
Fruit Of The Wokali 99% Vitamin C Anti-Aging Facial Serum,KSh 800,N/A,N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum - 40ml,KSh 750,KSh 850,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 650,"KSh 1,100",N/A
Snail 99% Vitamin C Facial Serum + Snail Repairing Cream,"KSh 1,800",N/A,N/A
Garnier Skin Naturals Bright Complete Vitamin C Serum Cream with SPF40,"KSh 3,450","KSh 3,900",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,"KSh 1,900","KSh 2,100",N/A
Garnier Even And Matte Vitamin C Booster Serum,"KSh 1,695","KSh 1,900",4 out of 5
Vitamin C Serum + Salicylic Acid Anti-acne Brightening Moisturizing Essence,KSh 649,KSh 899,N/A
Mabox Vitamin C  Serum + Retinol Moisturizer Cream,"KSh 2,699",N/A,5 out of 5
Kojie San Whitening Serum With Vitamin C - 50ml,KSh 690,"KSh 1,000",3.7 out of 5
DR MEINAIER Vitamin C Face Serum Hyaluronic Acid & Vitamin E,KSh 750,"KSh 1,200",N/A
Dr. Rashel Vitamin-C Facial Serum-Hyaluronic Acid&Vitamin E.Dark Spots,KSh 599,KSh 899,5 out of 5
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",N/A
"Olay Tone Perfection Face Serum, Niacinamide &Vitamin C","KSh 7,425","KSh 8,500",N/A
Simple 10% Vitamin C+E+F Booster Face Serum,"KSh 3,650",N/A,N/A
Mabox Wholesale Anti Wrinkle Anti-aging Moisturizing Hyaluronic Acid Face Vitamin C Serum For Skin Care 30ml,"KSh 1,200",N/A,N/A
Radha Beauty 20% Organic  Vitamin C Serum Anti Aging And Brightening,"KSh 4,299","KSh 5,600",N/A
L'Oréal Paris Revitalift Derm Intensives 10% Pure Vitamin C Serum,"KSh 10,200","KSh 10,800",N/A
"Roushun Vitamin C Serum-Brightens,AntiAging,Reduce Scars,Acne&Blemishes","KSh 1,454","KSh 1,854",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 546,KSh 999,N/A
"Kojie San Whitening Serum With Vitamin C-for Dark,sun And Acne Scars",KSh 450,"KSh 1,000",N/A
Moroccan Argan Oil 3 Tripe Serum Jojoba Oil With Vitamin C- 50ml.,KSh 500,KSh 920,N/A
Gold Touch Spotless & Matte 30X Vitamin C Serum Dark Spots Marks.,"KSh 1,250 - KSh 1,750","KSh 2,200",N/A
Disaar Vitamin C Facial Hyaluronic Acid Face Serum -30ml,KSh 345,KSh 650,N/A
